13.55	43.6167	1972	2	5	3.44	7	4	14	12
13.55	43.6167	1972	2	5	3.14	8	4	19	15
13.3833	43.7167	1972	2	5	3.97	2	5	5	48
13.4	43.7167	1972	2	5	3.04	0	5	7	29
13.5833	43.65	1972	2	5	3.14	4	5	8	55
13.4	43.7167	1972	2	5	3.54	0	5	30	52
13.5667	43.6	1972	2	5	3.44	8	6	7	15
13.3667	43.7333	1972	2	5	4.46	5	7	8	11
13.4	43.7167	1972	2	5	3.44	0	7	25	21
13.5833	43.65	1972	2	5	3.54	13	7	39	33
13.5833	43.65	1972	2	5	3.04	10	8	37	56
13.4	43.7167	1972	2	5	3.24	0	8	41	46
13.4	43.7167	1972	2	5	3.14	0	8	56	50
13.4	43.7167	1972	2	5	3.04	0	8	58	53
13.4	43.7167	1972	2	5	3.04	0	9	5	17
13.4	43.7167	1972	2	5	3.04	0	9	22	57
13.55	43.6167	1972	2	5	3.14	8	10	31	54
13.55	43.6167	1972	2	5	3.34	8	10	36	53
13.55	43.6167	1972	2	5	3.24	8	11	31	47
13.4	43.7167	1972	2	5	3.54	0	11	32	0
13.55	43.6333	1972	2	5	3.04	10	11	46	35
13.15	43.8833	1972	2	5	3.74	0	12	33	50
13.4	43.7167	1972	2	5	3.04	4	13	30	23
13.4	43.7167	1972	2	5	3.24	5	13	37	43
13.4	43.7167	1972	2	5	3.54	7	13	47	25
13.4	43.7167	1972	2	5	3.04	5	13	55	18
13.4167	43.6333	1972	2	5	3.14	0	15	16	28
13.4167	43.6333	1972	2	5	3.14	0	15	16	57
13.5667	43.5667	1972	2	5	3.54	5	15	19	18
13.5833	43.65	1972	2	5	3.04	4	15	20	6
13.4167	43.6333	1972	2	5	3.04	0	15	34	55
13.55	43.6167	1972	2	5	3.04	7	15	36	48
13.5667	43.6167	1972	2	5	3.04	7	16	15	53
13.45	43.6333	1972	2	5	3.54	10	16	33	36
13.4167	43.6333	1972	2	5	3.44	0	17	14	27
13.55	43.6167	1972	2	5	3.34	7	17	38	35
13.5667	43.6333	1972	2	5	3.14	6	17	40	48
13.0167	43.7667	1972	2	5	3.74	0	18	9	0
13.4167	43.6333	1972	2	5	3.24	0	18	58	24
13.5667	43.65	1972	2	5	3.34	5	20	47	26
13.4167	43.6333	1972	2	5	3.14	0	21	14	49
13.5333	43.6167	1972	2	5	3.04	6	21	26	59
13.5667	43.6167	1972	2	5	3.04	7	22	9	53
13.1667	43.7833	1972	2	5	4	7	22	39	57
13.5833	43.6333	1972	2	5	3.24	6	23	0	29
13.5667	43.6167	1972	2	6	3.04	7	0	36	28
13.4167	43.6333	1972	2	6	3.44	0	0	46	0
13.4333	43.7	1972	2	6	4.36	5	1	34	14
13.5667	43.6167	1972	2	6	3.44	7	1	52	45
13.4167	43.6333	1972	2	6	3.14	0	1	53	50
13.55	43.6167	1972	2	6	3.44	7	2	16	47
13.4167	43.6333	1972	2	6	3.14	0	2	23	56
13.4167	43.6333	1972	2	6	3.04	0	3	24	2
13.55	43.6167	1972	2	6	3.44	12	8	2	45
13.55	43.6167	1972	2	6	3.04	8	8	20	22
13.4167	43.6333	1972	2	6	3.54	0	8	20	30
13.4833	43.6167	1972	2	6	3.14	8	9	9	17
13.55	43.6333	1972	2	6	3.14	7	11	57	5
13.55	43.6167	1972	2	6	3.24	8	13	22	34
13.4	43.7	1972	2	6	3.88	0	21	44	29
13.4167	43.6333	1972	2	6	3.24	0	23	23	8
13.5333	43.6167	1972	2	7	3.54	8	4	55	5
13.5667	43.6167	1972	2	7	3.44	7	6	53	14
13.55	43.6167	1972	2	7	3.54	7	9	13	20
13.5667	43.6333	1972	2	7	3.54	10	10	48	20
13.4167	43.6333	1972	2	7	3.44	0	17	34	49
8.2	44.1667	1972	2	7	3.04	0	18	44	18
13.45	43.7	1972	2	8	3.14	0	1	38	30
8.4167	44.05	1972	2	8	3.04	10	1	40	33
13.4	43.6833	1972	2	8	4.46	0	12	19	14
13.4167	43.6333	1972	2	8	3.14	0	20	58	10
13.4167	43.6333	1972	2	9	3.14	0	14	6	10
13.55	43.6	1972	2	9	3.04	8	19	59	38
13.55	43.6167	1972	2	10	3.44	8	3	28	47
13.4167	43.6333	1972	2	10	3.24	0	3	29	17
13.4167	43.6333	1972	2	10	3.14	0	4	20	17
12.3	43.5	1972	2	11	3.34	10	1	3	1
15.55	38.1833	1972	2	12	3.2	0	21	8	0
13.4167	43.6333	1972	2	13	3.54	0	8	54	25
11.4167	43.9167	1972	2	15	3.2	0	19	2	48
15.55	38.1833	1972	2	15	3.8	0	20	21	28
13.4167	43.6333	1972	2	17	3.54	0	8	56	2
8.15	44.1667	1972	2	18	3.04	0	6	44	10
8.25	44.1667	1972	2	22	3.04	0	7	49	37
8.3	44.15	1972	2	22	3.24	0	8	4	42
13.4167	43.6333	1972	2	25	3.14	0	22	6	0
7.4667	45.2167	1972	2	28	3.24	10	5	1	51
15	42	1972	2	29	4.32	0	20	54	21
13.4167	43.6333	1972	3	1	3.24	0	9	52	5
7.1	46.0833	1972	3	4	3.34	0	20	10	54
12.8833	46.4167	1972	3	8	3	0	23	26	13
13.4167	43.6333	1972	3	14	3.04	0	1	50	22
13.4167	43.6333	1972	3	14	3.14	0	22	32	28
13.35	43.75	1972	3	14	3.14	0	22	58	58
13.35	43.75	1972	3	14	3.9	0	23	3	48
13.4167	43.6333	1972	3	15	3.14	0	0	25	19
13.4167	43.6333	1972	3	15	3.14	0	1	18	20
6.65	44.8667	1972	3	17	3.74	0	4	58	37
7.2667	43.6667	1972	3	20	3.54	0	0	14	42
14.9797	35.7994	1972	3	21	4.57	0	23	6	43
7.2	44.2833	1972	3	23	3.24	5	18	23	44
9.5333	44.45	1972	3	29	4.07	10	11	31	55
14.5	37.0333	1972	3	30	3.2	0	23	30	0
7.0167	44.4333	1972	4	3	3.34	10	22	19	15
13.4167	43.6333	1972	4	4	3.14	0	7	0	53
13.5	43.7	1972	4	4	3.64	0	8	26	40
14.3667	37.9333	1972	4	21	3.8	0	13	4	0
13.8	46.5	1972	4	22	3.8	0	10	18	2
12.7667	46.8167	1972	4	22	3.73	0	10	38	52
6.7833	44.75	1972	5	7	3.24	0	9	17	18
14.8333	41.4667	1972	5	15	3.74	10	11	58	49
7.2833	44.4667	1972	5	19	3.04	8	14	55	25
13.8	43.5	1972	5	29	4.36	0	19	58	43
13.25	43.8167	1972	5	30	4.26	0	23	56	20
14	41.3333	1972	6	1	3	0	17	56	0
12.9667	43.7167	1972	6	14	3.2	0	15	6	0
13.6	43.65	1972	6	14	4.67	3	18	55	46
13.2	43.7833	1972	6	14	3.04	0	19	21	8
13.4167	43.6667	1972	6	14	4.41	21	21	1	2
13.6	43.6	1972	6	15	3.24	0	5	29	58
13.6	43.6	1972	6	15	3.14	0	9	6	33
13.6	43.65	1972	6	15	3.14	0	9	13	47
13.5	43.7	1972	6	16	3.64	8	16	54	9
13.4167	43.6333	1972	6	16	3.24	0	18	9	46
13.4167	43.6333	1972	6	16	3.44	0	23	12	8
13.4167	43.6333	1972	6	16	3.34	0	23	41	14
13.4167	43.6333	1972	6	17	3.54	0	1	23	52
13.4167	43.6333	1972	6	17	3.54	0	5	22	55
13.4167	43.6333	1972	6	17	3.04	0	8	5	7
12.6	46.3	1972	6	17	3.3	0	9	0	48
13.4167	43.6333	1972	6	17	3.04	0	10	3	54
13.4167	43.6333	1972	6	17	3.54	0	10	3	59
13.55	43.6167	1972	6	17	3.04	8	16	17	16
13.55	43.6	1972	6	18	3.14	6	7	44	10
13.4167	43.6333	1972	6	18	3.14	0	7	54	58
13.55	43.6167	1972	6	18	3.14	7	11	11	54
13.5333	43.6	1972	6	19	3.24	6	2	53	4
13.4167	43.6333	1972	6	19	3.14	8	6	48	28
15	39.6667	1972	6	19	3.54	0	9	46	0
13.6	43.8167	1972	6	21	3.88	4	15	6	44
10.2	44.6	1972	6	25	4.06	10	17	10	49
13.6	43.65	1972	6	27	3.54	0	2	45	47
9.9333	44.3833	1972	7	8	3.54	5	3	0	9
13.4	43.7	1972	7	13	3.97	0	22	21	32
13.5	43.7	1972	7	27	3.88	0	0	8	47
13.3333	43.7	1972	7	27	3.34	0	1	1	21
7.5833	46.1667	1972	8	3	3.34	0	1	14	2
7.5333	46.0667	1972	8	5	3.24	12	1	14	2
15.6667	40.5833	1972	8	7	3.84	0	1	36	31
8.2667	44.1833	1972	8	8	3.44	0	13	18	24
8.5167	44.3	1972	8	9	3.04	0	5	27	18
15.6167	40.3333	1972	8	11	4.09	10	6	48	0
8.3833	44.7167	1972	8	12	3.34	6	3	15	38
6.7833	44.7333	1972	8	12	3.04	10	3	15	49
9.25	44.3833	1972	8	12	3.34	0	20	26	34
7.2333	46.1333	1972	8	16	3.14	0	20	21	27
8.1667	44.1833	1972	8	16	3.14	0	23	46	17
7.4833	44.2	1972	8	24	3.44	0	21	31	20
12.5667	46.6	1972	8	25	3.3	0	12	27	42
8.2167	43.9667	1972	8	27	3.34	5	17	4	53
18	38	1972	8	30	4.34	0	20	17	19
11.1833	44.3833	1972	9	3	3.64	0	0	41	39
17.4118	36.5947	1972	9	7	4.07	0	5	47	53
11	44.2	1972	9	7	3.44	0	20	49	44
10.1833	44.0667	1972	9	9	3.44	0	6	22	56
15.0833	41.15	1972	9	9	3.14	0	15	25	29
14.5	46.1	1972	9	10	3.2	4	13	9	47
9.6	44.5	1972	9	10	3.04	0	21	40	52
7.8	45.0333	1972	9	10	3.34	0	21	41	1
9.5333	44.5	1972	9	11	3.14	10	13	32	53
7.25	44.45	1972	9	20	3.14	2	0	10	38
9.95	43.6	1972	9	28	3.14	0	1	51	58
14.1	46.0833	1972	10	3	3.2	4	22	12	13
10.9333	44.5167	1972	10	5	3.93	10	18	41	12
10.75	43.2	1972	10	5	3.94	0	19	41	4
7.3	46.1667	1972	10	6	4.24	10	4	34	36
10.9167	44.45	1972	10	6	3.84	10	5	41	12
12.9	46.3	1972	10	7	3	0	11	14	45
11.7	42.85	1972	10	16	3.8	0	21	20	0
7.5	45.75	1972	10	27	3.14	0	17	34	20
10.5333	44.6333	1972	11	4	4.07	0	7	43	23
13.6667	40.7667	1972	11	13	3.64	10	13	57	29
16.9114	36.5153	1972	11	19	4.16	0	9	22	58
9.4167	44.6167	1972	11	20	3.34	0	6	10	60
13.25	42.8833	1972	11	24	4.04	27	4	40	15
13.4167	42.85	1972	11	24	4.04	24	8	6	4
13.3	42.8333	1972	11	24	4.14	0	8	28	58
13.2667	42.9	1972	11	26	5.22	0	16	3	12
13.5833	42.8333	1972	11	26	3.7	0	18	7	20
13.1833	42.7667	1972	11	28	3.34	0	17	15	29
13.2667	42.8167	1972	11	28	4.07	0	20	37	31
13.2	44	1972	11	30	4.5	0	11	25	32
9.45	44.25	1972	11	30	3.64	5	13	38	23
13.5667	42.9	1972	12	1	4.21	21	7	24	53
12.5833	42.3333	1972	12	2	3.54	0	21	54	0
14.2	45.7	1972	12	10	3.5	8	18	37	56
9.5333	44.5167	1972	12	21	3.04	0	0	43	54
13	42.8167	1972	12	22	3.84	20	0	34	29
10.0333	44.6167	1972	12	24	3.64	10	8	12	8
10.1	44.6333	1972	12	24	3.44	0	15	30	26
10.1	44.6	1972	12	24	3.44	0	17	34	54
12.9667	37.6	1972	12	27	4.16	0	8	15	16
12.9667	37.6	1972	12	27	4	0	11	45	0
11.05	45.6667	1973	1	7	3.64	0	13	7	29
11.1	45.7	1973	1	12	3.54	0	11	11	10
9.4833	44.5667	1973	1	17	3.04	0	22	5	14
15.8	40.1	1973	1	24	4.24	10	7	35	13
13.3333	42.85	1973	1	27	3.7	0	1	45	0
8.65	46.0667	1973	1	27	3.14	15	13	29	47
14.8	45.9	1973	1	28	3.2	8	12	28	40
12.3333	42.8333	1973	2	18	3.64	0	20	26	20
13.3333	43.0333	1973	2	20	3.5	0	22	45	0
13.5	43.1333	1973	2	28	3.84	0	9	40	30
11.9667	44.1667	1973	3	2	3.3	0	3	45	0
13.1	43.4	1973	3	23	3.49	0	4	7	2
10.7333	44.3333	1973	4	14	3.54	0	21	30	15
15.0333	37.5667	1973	4	19	3.5	0	7	6	22
12.6333	43.3667	1973	4	19	3.2	0	17	20	0
12.8	43.4	1973	4	19	4.48	4	17	41	35
10.2167	43.5333	1973	4	20	4	0	16	45	34
12.7	44	1973	4	23	4.36	0	13	38	42
15.0333	37.5667	1973	4	23	3.7	0	23	11	8
9.6833	45.5667	1973	5	8	4.45	0	19	8	28
13.2	46.4167	1973	5	15	3.34	0	5	11	0
16.3333	39.2667	1973	5	15	3.2	0	8	0	0
14.5833	46.1	1973	5	19	3.1	11	3	5	35
10.05	46.75	1973	5	23	3.54	0	22	7	7
13.8167	41.6667	1973	6	2	3.44	19	18	38	55
9.4833	44.6667	1973	6	5	4.2	0	13	47	25
12	45.7	1973	6	6	4.03	0	20	37	45
7.2	44.3167	1973	6	16	3.24	5	15	46	47
7.5833	46.45	1973	7	6	3.04	0	11	5	53
9.7667	44.3667	1973	7	8	3.64	15	13	44	33
9.5333	46.7667	1973	7	9	4.44	0	0	27	5
14.0333	41.4167	1973	7	14	3.04	0	0	52	1
10.9	44.1	1973	7	14	3.74	0	15	52	27
12.7	44.1	1973	7	23	4.12	0	23	25	11
15.4147	40.7205	1973	8	8	4.83	0	14	36	8
15.5167	40.7333	1973	8	9	4.14	10	2	18	22
15.4333	40.8167	1973	8	10	4.24	20	21	35	0
13.05	46.4167	1973	8	20	3.3	0	15	0	58
7.2667	44.5167	1973	8	24	3.04	10	9	50	20
10.1333	44.4667	1973	8	28	3.34	10	21	0	15
11.2333	44.6833	1973	9	7	3.34	0	14	34	27
13	37.7	1973	9	21	4.3	0	23	40	0
14.3	45.5	1973	10	5	3.8	9	10	26	56
14.2485	45.4841	1973	10	5	3.27	22	11	30	52
14.3	45.5	1973	10	5	3.9	7	11	33	52
14.75	41.4667	1973	10	7	3.24	0	9	24	0
14.75	41.4667	1973	10	7	3.04	0	11	10	0
7.1833	44.5333	1973	10	7	3.44	5	15	30	4
13.9	41.55	1973	10	30	4.21	0	1	14	2
14.1667	41.6667	1973	10	30	4.3	0	7	30	0
8.1667	44.1667	1973	10	31	3.3	0	7	57	58
8.1667	44.1667	1973	10	31	3	0	8	52	49
8.1667	44.1667	1973	10	31	3	0	8	55	20
9.3	45.9667	1973	11	4	4.14	0	16	14	6
13.9	41.4833	1973	11	5	4.24	0	8	40	48
13.9	41.4833	1973	11	5	4.64	0	8	42	0
10.75	44.0833	1973	11	7	4.34	0	17	6	15
11.4167	43.9833	1973	11	7	4.26	0	17	6	17
13.2	44	1973	11	10	4.54	0	3	1	12
7.5333	44.75	1973	11	16	3.44	5	20	49	40
7.0667	46.05	1973	11	30	3.04	2	20	7	55
16.1667	42.1667	1973	12	4	3.74	0	20	9	12
10.1	46.55	1973	12	9	3.34	0	14	13	36
11.8667	42.65	1973	12	10	3.54	0	11	12	22
14.0167	46.0167	1973	12	21	3.28	11	8	17	53
7.4167	46.3167	1973	12	22	3.14	5	12	30	23
12.3	43.0333	1973	12	30	3.99	0	6	30	35
10.1	44.3333	1973	12	30	3.14	0	19	13	58
12.8	43.1	1974	1	2	3.24	0	19	29	38
14.4	46.2	1974	1	3	3.2	8	22	27	18
12.5	43.15	1974	1	5	3.34	0	6	45	20
12.8	43.1333	1974	1	5	3.81	0	7	33	28
15.0833	41.15	1974	1	16	3.04	0	4	28	18
14.2	46.1	1974	1	16	3.5	8	6	14	17
15.3	37.6	1974	1	21	4.24	0	3	53	21
14.8333	37.7	1974	1	21	3.54	0	13	42	8
15.25	37.6833	1974	1	22	3.94	0	20	13	3
12.8333	42.8	1974	1	25	4.16	0	0	43	39
10.8833	44.0833	1974	1	28	3.84	5	19	57	22
13.35	38.1167	1974	2	4	3.97	0	23	15	0
6.55	44.2167	1974	2	8	4.44	0	20	12	18
7.75	46.3	1974	2	12	3.04	0	12	35	44
14.0333	41.4167	1974	2	16	3.24	0	16	55	49
15.2167	41.1667	1974	2	27	3.84	7	19	24	43
15.5	37.5667	1974	2	27	4.36	0	23	13	6
15.5	37.4667	1974	2	27	3.84	0	23	56	44
15.5	41.9	1974	2	28	3.64	0	17	22	52
8.2	44.2667	1974	3	1	3.14	0	21	52	47
15.1333	37.5	1974	3	3	3.54	0	15	25	29
10.8	44.9	1974	3	4	4.08	5	2	17	25
12.6	42.1667	1974	3	9	3.84	0	22	18	0
11	45	1974	3	13	3.8	0	9	59	32
13.8167	43.6333	1974	3	25	3.54	0	10	59	30
15.2667	37.5667	1974	3	26	3.74	0	22	30	13
14.8	37.7333	1974	3	28	3.04	0	11	54	3
7.8667	43.75	1974	4	6	3.84	0	6	22	46
7.3	46.3	1974	4	6	3.14	20	19	31	22
7.65	43.6667	1974	4	8	3.94	0	23	44	47
9.9667	44.1667	1974	4	11	3.64	0	19	34	25
11.8	45.6	1974	4	14	3.5	0	7	14	46
12.9	44.3333	1974	4	15	3.64	0	21	27	23
9.6833	44.65	1974	4	15	4.1	0	21	49	12
17.3	39.0167	1974	4	21	3.55	0	4	0	2
15.2667	37.9	1974	4	29	3.84	0	0	53	59
11.25	43.7667	1974	5	3	3.34	0	12	32	11
12.1	45.1	1974	5	4	3.5	0	0	19	37
10.75	44.0833	1974	5	14	3.84	0	18	57	21
13.4	42.35	1974	5	16	3.24	0	7	45	19
10.3	45.6	1974	5	19	4.04	0	13	20	12
11.0833	43.8667	1974	5	22	4.24	0	18	14	32
7.2667	46.1167	1974	5	26	3.04	5	14	11	36
11.3	43.3167	1974	5	27	3.5	0	0	28	45
18.1	38.9	1974	6	4	4.16	0	14	19	12
9.9167	44.5833	1974	6	5	3.34	0	8	12	26
9.9333	44.6	1974	6	7	3.84	0	13	39	2
10.75	44.05	1974	6	11	3.54	0	18	51	51
7.75	44.0333	1974	6	16	3.04	0	6	18	11
11.0833	43.8667	1974	6	16	3.34	0	23	37	45
18.2	38.9	1974	6	17	4.44	0	19	25	55
11.6333	44.0833	1974	6	23	3.84	0	2	9	0
18.7	39.7	1974	6	29	4.07	0	22	32	0
10.7	44.1	1974	6	30	4.26	0	19	5	22
6.6667	45.8	1974	7	10	3.04	0	4	4	30
9.5167	44.65	1974	7	14	3.34	25	12	23	56
9.5167	44.7833	1974	7	22	3.64	0	15	34	44
9.8	46.85	1974	7	26	3.44	0	1	15	41
10.5167	46.8833	1974	8	2	3.14	0	10	58	41
8.5	46.6667	1974	8	4	3.14	0	10	21	30
11.25	43.7667	1974	8	5	3.14	0	15	14	31
7.65	44.55	1974	8	5	3.97	0	18	37	45
10.9	43.7	1974	8	8	3.64	0	23	10	0
18.4	39.3	1974	8	12	3.64	0	12	47	3
12.8333	42.4	1974	8	13	3.34	0	9	16	0
7.3833	46.3667	1974	8	15	3.74	0	17	16	20
9.8167	44.6333	1974	8	21	3.14	0	17	44	15
9.35	45.05	1974	8	21	3.14	0	17	49	31
13.8667	41.6167	1974	8	27	3.54	0	23	29	35
9.5	44.7	1974	8	28	3.44	0	11	6	10
10	44.5	1974	8	29	3.74	0	1	8	52
10	44.5	1974	8	29	3.54	0	7	46	31
7.3667	43.6167	1974	9	8	3.44	0	12	57	33
10.1	44.4	1974	9	11	3.54	25	4	9	20
8.2833	43.4833	1974	9	14	4.07	15	6	48	46
8.8167	45.05	1974	9	29	4.04	0	6	39	6
18.8	39.7	1974	10	1	3.88	0	0	34	45
7.7	44.2333	1974	10	7	3.44	30	12	17	33
9.6833	46.9667	1974	10	9	3.34	5	0	13	18
11.0833	43.8667	1974	10	14	4.04	0	16	5	3
14.0333	41.4167	1974	10	16	3.64	0	2	43	20
15.9333	41.7	1974	10	19	4.04	0	11	6	0
18.9	39.6	1974	10	20	5.02	0	11	25	53
18.8	39.6	1974	10	22	4.36	0	7	29	4
10.7167	44.1667	1974	10	26	3.84	0	15	7	50
10.75	44.0833	1974	11	1	3.24	0	7	46	54
10.75	44.0833	1974	11	2	3.14	0	21	46	11
12.2	44.4	1974	11	3	3.84	22	22	59	18
10.5667	44.7167	1974	11	6	3.74	0	7	12	8
7.25	43.6167	1974	11	8	3	0	12	57	0
8.7333	44.2833	1974	11	16	3.24	0	13	34	10
12.2	45.6	1974	11	20	3.5	0	15	10	53
12.2	45.8	1974	11	20	3.5	0	19	33	0
18.9	39.9	1974	11	23	4.46	0	7	52	29
10.8667	46.7	1974	11	27	3.84	0	12	56	3
12.9167	42.8167	1974	12	1	3.92	5	1	21	29
12.9	42.8167	1974	12	2	3.9	5	1	14	34
13	43	1974	12	2	4.43	5	1	55	15
12.9	42.8167	1974	12	2	3.44	0	2	46	33
12.9	42.8167	1974	12	2	3.84	0	21	0	9
12.9	42.8167	1974	12	3	3.14	0	9	45	1
12.9	42.8167	1974	12	3	3.54	0	11	48	9
12.9	42.8167	1974	12	3	3.74	0	19	8	12
12.9	42.8167	1974	12	4	3.34	0	1	39	38
13.1	42.7	1974	12	4	4.14	0	16	14	46
12.9	42.8167	1974	12	4	3.74	0	17	59	46
12.9167	42.8167	1974	12	5	4.11	5	5	22	5
12.9	42.8	1974	12	6	3.85	0	17	49	3
12.9	42.8167	1974	12	8	3.24	0	12	28	15
12.8	46.8	1974	12	9	3.5	0	13	1	40
12.4	45.7	1974	12	10	3.8	0	22	49	52
8.5	44.9	1974	12	12	3.14	0	16	6	55
12.5	45.7833	1974	12	13	3.04	0	22	50	0
12.4	46	1974	12	15	3.5	0	20	57	36
12.4	46	1974	12	18	3.5	0	17	3	24
12.8667	42.4	1974	12	29	3.64	0	17	7	0
14.2833	38.3333	1975	1	2	3.94	0	6	42	38
14.9	37.6	1975	1	10	3.04	0	13	18	16
15.6167	38.5	1975	1	11	3.04	0	7	17	48
10.7	45.5	1975	1	11	4.37	22	15	54	21
15.7833	38.2	1975	1	16	4.63	21	0	9	45
15.8167	38.2	1975	1	16	4.07	0	2	0	51
9.7333	44.4	1975	2	8	3.34	0	2	43	53
9.7333	44.4	1975	2	8	3.14	0	4	30	23
9.7833	44.3667	1975	2	8	4.04	20	4	33	23
9.7833	44.3667	1975	2	8	3.04	0	4	44	26
12.7167	42.8	1975	2	14	3.61	0	6	20	39
10.3167	43.5	1975	2	27	3.91	0	23	44	42
14.7096	42.2337	1975	3	3	3.71	0	0	21	17
9.94	46.69	1975	3	3	3.73	2	21	1	52
12.6167	42.7667	1975	3	13	4.34	0	6	16	41
12.75	46.5	1975	3	19	3.3	0	13	28	52
13.4	46.3833	1975	3	24	4.32	0	2	33	32
6.6667	43.5833	1975	3	27	3.04	10	2	58	50
13.2333	38.65	1975	3	28	4.14	0	9	16	11
15.75	38.3333	1975	3	30	3.64	0	3	33	18
9.7333	44.5833	1975	4	1	3.04	0	11	9	11
11.333	43.783	1975	4	1	3.63	0	15	59	35
10.9167	44.0833	1975	4	4	4.08	0	9	10	53
7.4333	45	1975	4	12	3.44	0	19	52	32
13.3167	45.3333	1975	4	17	3.3	0	8	15	56
14.9	37.9	1975	4	21	3.64	0	0	14	54
13.2	46.4167	1975	4	23	3.34	0	16	19	0
15	37.9	1975	5	3	3.34	0	4	15	17
15	38	1975	5	3	3.44	0	4	17	7
13.1	43.1	1975	5	5	3.59	0	17	27	41
14.4	45.6	1975	5	16	3.17	14	19	41	22
14.4	45.6	1975	5	18	3.7	13	1	21	41
10.5167	44.5833	1975	5	19	3.14	0	0	9	24
10.85	44.3833	1975	5	19	3.56	0	11	33	22
15.45	41	1975	5	20	3.9	0	14	13	55
15.45	41	1975	5	20	3.74	0	21	8	36
8.8333	45.9	1975	5	21	3.64	0	4	10	47
10.9	46.2	1975	6	1	4.1	0	13	25	56
14.4333	37.45	1975	6	4	3.44	0	16	46	0
13	46.5	1975	6	8	3.5	0	2	28	59
9.1667	44.7667	1975	6	9	3.54	0	8	51	33
10.9	45.5833	1975	6	10	3.44	0	13	25	52
14.4333	37.45	1975	6	12	4.24	0	19	27	6
10.6	45.7	1975	6	16	3.93	0	23	41	43
